"date","chla"
1997-09-04,0.76710512860431
1997-10-01,0.725972119989465
1997-11-01,0.414011328686998
1997-12-01,NA
1998-01-01,0.318008429796345
1998-02-01,0.412116890282518
1998-03-01,0.474948627833055
1998-04-01,0.61224522926919
1998-05-01,0.978134026803693
1998-06-01,0.951843862271454
1998-07-01,0.751805090635579
1998-08-01,0.830121462133941
1998-09-01,0.842424530142397
1998-10-01,0.651448044269575
1998-11-01,0.503779258040918
1998-12-01,NA
1999-01-01,0.356406212109944
1999-02-01,0.436717385809463
1999-03-01,0.422421877669193
1999-04-01,0.623039200301256
1999-05-01,1.62874344972401
1999-06-01,0.974177914057847
1999-07-01,0.751722257450662
1999-08-01,0.767327818071252
1999-09-01,0.855599212308887
1999-10-01,0.619820763116247
1999-11-01,0.45452225553633
1999-12-01,NA
2000-01-01,0.39346454901558
2000-02-01,0.427548354030242
2000-03-01,0.427642141952399
2000-04-01,0.700312246118974
2000-05-01,1.37325802810905
2000-06-01,0.760052630573301
2000-07-01,0.725498589293564
2000-08-01,0.752685258873795
2000-09-01,0.93160180414923
2000-10-01,0.809832390068635
2000-11-01,0.561578365116602
2000-12-01,NA
2001-01-01,0.412591666155638
2001-02-01,0.453281251722293
2001-03-01,0.469351046934308
2001-04-01,0.653256592189709
2001-05-01,1.13392578565967
2001-06-01,1.08696708511697
2001-07-01,0.83073911887173
2001-08-01,0.879914362870097
2001-09-01,0.972254500752476
2001-10-01,0.859856651563413
2001-11-01,0.532979066274554
2001-12-01,NA
2002-01-01,0.196958387056283
2002-02-01,0.398756731754627
2002-03-01,0.487250237143493
2002-04-01,0.795859966308053
2002-05-01,1.90149814119759
2002-06-01,0.852546228447419
2002-07-01,0.758123050909206
2002-08-01,0.846071085165721
2002-09-01,0.9284445408383
2002-10-01,0.744511560392066
2002-11-01,0.526549689436926
2002-12-01,0.356220001232081
2003-01-01,0.404521491639395
2003-02-01,0.470494850313895
2003-03-01,0.537873930656202
2003-04-01,0.7163846008804
2003-05-01,1.34426389293051
2003-06-01,1.24327090323265
2003-07-01,0.774249183240753
2003-08-01,0.988183059279529
2003-09-01,0.957122259876832
2003-10-01,0.801909612014322
2003-11-01,0.966683671549013
2003-12-01,0.333102215233506
2004-01-01,0.331649380095496
2004-02-01,0.465619216264706
2004-03-01,0.560350930703923
2004-04-01,0.863424374026672
2004-05-01,1.53271126558644
2004-06-01,0.833016632282647
2004-07-01,0.839268955258009
2004-08-01,0.891806930137014
2004-09-01,0.978112195399403
2004-10-01,0.733556838019482
2004-11-01,0.502421525636316
2004-12-01,0.406100005235458
2005-01-01,0.429819501991609
2005-02-01,0.502541043648858
2005-03-01,0.583100124370447
2005-04-01,0.982840511100625
2005-05-01,1.63244994387944
2005-06-01,1.04530390638052
2005-07-01,0.771702084432322
2005-08-01,0.869841104474537
2005-09-01,0.926936812860519
2005-10-01,0.833894132267742
2005-11-01,0.640223008966024
2005-12-01,0.295715438616848
2006-01-01,0.37133422398922
2006-02-01,0.495925681561635
2006-03-01,0.559783203505157
2006-04-01,1.28351115278284
2006-05-01,1.21435200280046
2006-06-01,1.03798641040115
2006-07-01,0.805955378080607
2006-08-01,0.987317629533216
2006-09-01,0.880616458449916
2006-10-01,0.71699523259052
2006-11-01,0.649510130875728
2006-12-01,0.378340185516218
2007-01-01,0.412671340606781
2007-02-01,0.508090489092533
2007-03-01,0.480332966653431
2007-04-01,1.00844726270452
2007-05-01,1.651403481231
2007-06-01,0.790477324607379
2007-07-01,0.752727117459274
2007-08-01,0.940229807595626
2007-09-01,0.947712217820356
2007-10-01,1.05911112164018
2007-11-01,1.09538262266454
2007-12-01,0.290575877517088
2008-01-01,0.456427124432754
2008-02-01,0.497071833889638
2008-03-01,0.453319421045664
2008-04-01,0.870566221635365
2008-05-01,1.37181260119812
2008-06-01,1.09516871075989
2008-07-01,0.882045016507436
2008-08-01,1.02399730237445
2008-09-01,1.01008424392735
2008-10-01,0.816823626937304
2008-11-01,0.671780812885134
2008-12-01,0.280185407157554
2009-01-01,0.410117271834301
2009-02-01,0.593308778059842
2009-03-01,0.519057468969646
2009-04-01,0.646916120290935
2009-05-01,1.88051234712654
2009-06-01,0.98898367379632
2009-07-01,0.794065342345793
2009-08-01,0.913295496788182
2009-09-01,0.831896448447831
2009-10-01,0.692044119457286
2009-11-01,0.602052886879991
2009-12-01,0.363963536796715
2010-01-01,0.446820150319077
2010-02-01,0.474154651191193
2010-03-01,0.511255780380376
2010-04-01,0.893381572359271
2010-05-01,1.41541687905173
2010-06-01,1.22366487451201
2010-07-01,0.805132948960111
2010-08-01,0.91141886646964
2010-09-01,0.963655970842225
2010-10-01,0.840332109088897
2010-11-01,0.645026625943996
2010-12-01,0.452442453095787
2011-01-01,0.43313055014028
2011-02-01,0.548323190352817
2011-03-01,0.574649204054219
2011-04-01,1.11597504512758
2011-05-01,1.4679252801995
2011-06-01,1.09549370297943
2011-07-01,0.877162007098216
2011-08-01,0.967532851592388
2011-09-01,0.901418801458641
